time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-06T22:41:17.394Z,60.5282,-141.7216,27.7,1,ml,,,,0.17,ak,ak020eaphal7,2020-11-06T22:55:01.176Z,"119 km SSE of McCarthy, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-06T22:31:22.420Z,33.2458333,-116.4186667,4.72,1.18,ml,41,72,0.02234,0.17,ci,ci39459447,2020-11-07T00:36:16.676Z,"4km WSW of Borrego Springs, CA",earthquake,0.2,0.34,0.166,24,reviewed,ci,ci
2020-11-06T22:17:25.160Z,44.3175,-115.1906667,10.34,2.38,ml,11,83,0.941,0.26,mb,mb80473514,2020-11-07T15:16:06.490Z,"22 km WNW of Stanley, Idaho",earthquake,0.73,1.22,0.161,6,reviewed,mb,mb
2020-11-06T22:01:55.284Z,63.0897,-151.495,0.1,1.4,ml,,,,1,ak,ak020eap8sve,2020-11-06T22:12:06.560Z,"51 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-06T21:55:14.370Z,38.7971649,-122.7389984,0.85,1.12,md,11,65,0.01655,0.04,nc,nc73478806,2020-11-06T22:46:05.841Z,"3km NE of The Geysers, CA",earthquake,0.24,0.61,0.29,3,automatic,nc,nc
2020-11-06T21:52:30.621Z,64.9951,-147.4956,0,1.4,ml,,,,0.95,ak,ak020eaoy8wa,2020-11-06T22:05:15.406Z,"7 km NE of Fox, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-06T21:41:27.770Z,36.5373333,-89.6016667,8.47,1.04,md,20,47,0.04808,0.03,nm,nm60314002,2020-11-09T17:00:25.570Z,"2 km NNE of Marston, Missouri",earthquake,0.36,0.72,0.111,10,reviewed,nm,nm
2020-11-06T21:38:48.210Z,36.5381667,-89.6005,9.05,1.38,md,25,42,0.03788,0.04,nm,nm60313997,2020-11-09T17:14:41.310Z,"2 km NNE of Marston, Missouri",earthquake,0.28,0.49,0.09,15,reviewed,nm,nm
2020-11-06T21:34:45.580Z,38.1752,-117.8095,11.2,1.9,ml,19,58.07,0.045,0.09,nn,nn00782135,2020-11-06T22:10:11.187Z,"35 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-11-06T21:30:23.573Z,62.7371,-149.5841,61.4,1.5,ml,,,,1.02,ak,ak020eaotikh,2020-11-06T21:35:11.839Z,"41 km NE of Chase, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-06T21:20:18.013Z,61.1546,-147.015,7.9,1.7,ml,,,,0.89,ak,ak020eaorcxu,2020-11-06T21:24:20.419Z,"36 km W of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-06T21:18:05.550Z,36.4773333,-81.0831667,1.38,-0.61,md,4,133,0.00926,0.01,se,se60313992,2020-11-07T15:02:15.060Z,"4 km SE of Sparta, North Carolina",earthquake,0.4,0.67,0.091,4,reviewed,se,se
2020-11-06T21:08:27.820Z,46.8471666666667,-121.760666666667,0.94,0.4,ml,8,95,0.02246,0.06,uw,uw61689647,2020-11-06T23:16:14.130Z,"22 km ENE of Ashford, Washington",earthquake,0.28,0.62,0.321175118293287,4,reviewed,uw,uw
2020-11-06T21:08:11.340Z,33.8421667,-117.4998333,-0.54,1.46,ml,34,44,0.05188,0.24,ci,ci39459399,2020-11-06T21:53:53.346Z,"4km SSE of Home Gardens, CA",quarry blast,0.4,31.61,0.247,21,reviewed,ci,ci
2020-11-06T21:06:37.714Z,31.0982,-103.2808,1.87,3.1,ml,,52,0.036,0.98,us,us7000cbkb,2020-11-06T21:30:46.040Z,"26 km SW of Coyanosa, Texas",earthquake,2.6,1.7,0.041,80,reviewed,us,us
2020-11-06T21:03:57.157Z,59.8502,-152.8901,102.4,1.4,ml,,,,0.18,ak,ak020eaonsub,2020-11-06T21:06:58.323Z,"59 km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-06T20:52:36.469Z,34.73016667,-98.4335,0,1.59,ml,30,107,0.1313742199,0.35,ok,ok2020vvzh,2020-11-09T23:23:40.405Z,"6 km E of Medicine Park, Oklahoma",quarry blast,,0.6,0.18,4,reviewed,ok,ok
2020-11-06T20:46:54.490Z,33.4985,-116.7881667,6.84,1.08,ml,38,34,0.01718,0.18,ci,ci39459391,2020-11-06T21:40:59.320Z,"9km NE of Aguanga, CA",earthquake,0.21,0.63,0.124,27,reviewed,ci,ci
2020-11-06T20:41:24.960Z,62.0276,-150.7776,58,1.5,ml,,,,0.4,ak,ak020eaoafyn,2020-11-06T20:52:46.682Z,"32 km E of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-06T20:41:11.630Z,40.4541667,-121.513,3.53,0.1,md,6,106,0.01074,0.03,nc,nc73478796,2020-11-06T22:41:04.806Z,"12km NNE of Mineral, CA",earthquake,0.56,0.41,0.085,5,reviewed,nc,nc
2020-11-06T20:38:43.980Z,44.3146667,-115.1785,6.37,2.16,ml,9,83,0.933,0.3,mb,mb80473494,2020-11-10T00:40:09.570Z,"21 km WNW of Stanley, Idaho",earthquake,0.78,2.49,0.134,8,reviewed,mb,mb
2020-11-06T20:36:09.840Z,44.3191667,-115.1908333,9.57,2.36,ml,9,83,0.942,0.26,mb,mb80473489,2020-11-06T22:06:36.810Z,"23 km WNW of Stanley, Idaho",earthquake,0.76,1.43,0.2,8,reviewed,mb,mb
2020-11-06T20:27:37.040Z,32.967,-115.9423333,10.84,2.58,ml,71,28,0.08309,0.23,ci,ci39459383,2020-11-07T05:28:46.518Z,"26km N of Ocotillo, CA",earthquake,0.16,0.49,0.161,94,reviewed,ci,ci
2020-11-06T20:22:10.370Z,44.3235,-115.1851,17.79,2.8,ml,,63,0.942,0.78,us,us7000cbj2,2020-11-07T04:24:51.892Z,"22 km WNW of Stanley, Idaho",earthquake,2.8,10.1,0.04,82,reviewed,us,us
2020-11-06T20:12:15.850Z,38.175,-117.8855,13.1,1.6,ml,13,75.47,0.021,0.12,nn,nn00782130,2020-11-06T20:33:09.818Z,"30 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-06T20:03:55.300Z,38.0663333,-90.4758333,9.41,2.11,md,10,64,0.09324,0.14,nm,nm60116623,2020-11-07T14:29:13.660Z,"7 km SSW of Olympian Village, Missouri",earthquake,0.55,1.07,0.041,7,reviewed,nm,nm
2020-11-06T20:02:12.000Z,46.0115,-112.4748333,-2,1.58,ml,10,113,0.057,0.1,mb,mb80473474,2020-11-06T21:43:59.840Z,"4 km E of Butte, Montana",quarry blast,0.58,31.61,0.154,6,reviewed,mb,mb
2020-11-06T19:58:17.360Z,38.1395,-118.0085,0,1.1,ml,9,167.27,0.038,0.15,nn,nn00782129,2020-11-06T20:12:47.350Z,"29 km SSE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-06T19:54:24.629Z,36.842,-97.69866667,7.37,2.04,ml,60,56,0,0.19,ok,ok2020vvxj,2020-11-06T20:09:40.821Z,"4 km NE of Medford, Oklahoma",earthquake,,0.5,0.23,27,reviewed,ok,ok
2020-11-06T19:50:43.121Z,64.8471,-144.3831,11.2,1.5,ml,,,,0.47,ak,ak020eanqz7c,2020-11-06T19:54:59.943Z,"83 km SSE of Central, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-06T19:50:37.410Z,47.3078333333333,-122.6065,-0.39,1.6,ml,9,102,0.4161,0.61,uw,uw61689617,2020-11-06T21:37:32.110Z,"1 km NE of Artondale, Washington",earthquake,1.56,5.25,0.421366031819687,5,reviewed,uw,uw
2020-11-06T19:46:27.987Z,61.5652,-152.427,24.1,2.4,ml,,,,1.09,ak,ak020eanq2uv,2020-11-06T22:15:02.040Z,"72 km SW of Skwentna, Alaska",earthquake,,737.6,,,automatic,ak,ak
2020-11-06T19:41:37.520Z,44.3195,-115.1916667,10.37,2.22,ml,8,88,0.943,0.2,mb,mb80473469,2020-11-06T22:47:05.640Z,"23 km WNW of Stanley, Idaho",earthquake,0.68,1.24,0.163,7,reviewed,mb,mb
2020-11-06T19:37:20.435Z,31.1042,-103.251,2.62,3.3,ml,,50,0.02,0.68,us,us7000cbi3,2020-11-06T20:09:27.040Z,"23 km SW of Coyanosa, Texas",earthquake,1.2,2.8,0.071,134,reviewed,us,us
2020-11-06T19:33:03.714Z,44.2987,-115.2241,16.14,2.8,ml,,63,0.94,0.48,us,us7000cbmd,2020-11-07T15:38:50.503Z,"24 km WNW of Stanley, Idaho",earthquake,1.7,10,0.052,48,reviewed,us,us
2020-11-06T19:29:35.873Z,44.3169,-115.2477,10,4,mb,,29,0.939,1.21,us,us7000cbhq,2020-11-10T21:25:06.146Z,"27 km WNW of Stanley, Idaho",earthquake,2.7,2,0.196,7,reviewed,us,us
2020-11-06T19:26:18.780Z,38.8154984,-122.8198318,1.55,0.41,md,18,52,0.009856,0.02,nc,nc73478786,2020-11-06T20:37:05.014Z,"7km NW of The Geysers, CA",earthquake,0.2,0.47,0.33,2,automatic,nc,nc
2020-11-06T19:15:17.820Z,38.831665,-122.817337,1.62,1.48,md,26,48,0.01002,0.03,nc,nc73478776,2020-11-06T19:29:06.533Z,"8km NW of The Geysers, CA",earthquake,0.18,0.34,0.13,7,automatic,nc,nc
2020-11-06T19:14:53.480Z,35.871,-117.6906667,11.11,0.95,ml,16,83,0.08342,0.13,ci,ci39459367,2020-11-06T21:18:13.134Z,"21km ESE of Little Lake, CA",earthquake,0.22,0.49,0.165,8,reviewed,ci,ci
2020-11-06T19:06:31.690Z,52.0788333333333,-176.128,4.91,0.12,ml,5,224,,0.21,av,av91011658,2020-11-07T04:14:55.340Z,"41 km ENE of Adak, Alaska",earthquake,1.15,0.6,0.273535680066777,5,reviewed,av,av
2020-11-06T18:51:09.514Z,61.1365,-150.6114,53.9,1.4,ml,,,,0.79,ak,ak020ean5oq0,2020-11-06T18:56:13.295Z,"24 km N of Point Possession, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-06T18:45:51.990Z,52.0798333333333,-176.149,6.24,-0.04,ml,5,248,,0.27,av,av91011653,2020-11-07T04:10:02.530Z,"40 km NE of Adak, Alaska",earthquake,1.32,1.73,0.229035951984379,5,reviewed,av,av
2020-11-06T18:40:24.690Z,52.0836666666667,-176.124666666667,5.13,0.29,ml,5,230,,0.28,av,av91011648,2020-11-07T04:07:22.010Z,"42 km ENE of Adak, Alaska",earthquake,1.49,0.79,0.17030407983045,5,reviewed,av,av
2020-11-06T18:39:51.039Z,35.90433333,-95.16916667,0,1.93,ml,44,118,0.1817643316,0.35,ok,ok2020vvux,2020-11-09T23:06:54.391Z,"4 km SW of Hulbert, Oklahoma",quarry blast,,0.3,0.21,7,reviewed,ok,ok
2020-11-06T18:39:06.100Z,46.8686667,-112.5231667,10.35,1.04,ml,9,103,0.046,0.08,mb,mb80473434,2020-11-06T21:51:13.840Z,"15 km SE of Lincoln, Montana",earthquake,0.37,0.82,0.198,3,reviewed,mb,mb
2020-11-06T18:38:48.820Z,52.0753333333333,-176.122,5.26,0.69,ml,5,207,,0.21,av,av91011643,2020-11-07T04:05:16.610Z,"41 km ENE of Adak, Alaska",earthquake,0.92,1.08,0.199871100483485,5,reviewed,av,av
2020-11-06T18:38:09.054Z,61.1028,-150.5262,46.7,2.9,ml,,,,0.66,ak,ak020ean2wag,2020-11-06T21:50:17.040Z,"21 km NNE of Point Possession, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-06T18:36:57.100Z,52.0791666666667,-176.127666666667,4.69,0.02,ml,4,225,,0.27,av,av91011638,2020-11-07T04:02:26.000Z,"41 km ENE of Adak, Alaska",earthquake,1.63,1.86,0.279913055388852,4,reviewed,av,av
2020-11-06T18:33:30.060Z,33.5936667,-116.8088333,5.75,0.56,ml,15,74,0.04869,0.17,ci,ci39459343,2020-11-06T20:34:54.511Z,"13km WNW of Anza, CA",earthquake,0.39,0.85,0.124,15,reviewed,ci,ci
2020-11-06T18:28:50.260Z,40.4503333,-121.5171667,2.66,0,md,6,156,0.01387,0.05,nc,nc73478771,2020-11-06T21:29:05.318Z,"11km NNE of Mineral, CA",earthquake,0.86,0.5,0.189,5,reviewed,nc,nc
2020-11-06T18:25:12.400Z,40.3021667,-121.5916667,3.24,0.52,md,8,108,0.1596,0.06,nc,nc73478766,2020-11-06T21:03:07.175Z,"6km SSW of Mineral, CA",earthquake,0.73,31.61,0.08,7,reviewed,nc,nc
2020-11-06T18:18:58.340Z,34.8623333,-116.3393333,5.43,2.19,ml,22,70,0.03305,0.15,ci,ci39459335,2020-11-06T20:08:13.810Z,"23km NW of Ludlow, CA",earthquake,0.19,0.47,0.178,23,reviewed,ci,ci
2020-11-06T17:54:52.620Z,45.3661666666667,-121.692,1.43,0.93,ml,9,77,0.03234,0.06,uw,uw61689587,2020-11-06T18:51:17.160Z,"8 km NE of Government Camp, Oregon",earthquake,0.26,0.17,0.208742056850156,6,reviewed,uw,uw
2020-11-06T17:50:30.040Z,19.1696662902832,-155.475830078125,33.5699996948242,1.75,md,32,244,,0.0900000036,hv,hv72220227,2020-11-06T17:53:43.040Z,"3 km S of Pāhala, Hawaii",earthquake,0.89,0.730000019,1.75,4,automatic,hv,hv
2020-11-06T17:49:05.520Z,38.1832,-117.8735,9.3,1.3,ml,14,119.58,0.025,0.03,nn,nn00782126,2020-11-06T18:29:09.454Z,"30 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-06T17:48:25.920Z,19.2350006103516,-155.374664306641,30.3700008392334,1.73000002,md,32,199,,0.119999997,hv,hv72220222,2020-11-06T17:51:38.000Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.79,1.01999998,0.730000019,3,automatic,hv,hv
2020-11-06T17:37:47.750Z,37.136,-121.5255,7.91,0.99,md,13,78,0.0728,0.09,nc,nc73478756,2020-11-09T23:41:50.829Z,"9km NE of San Martin, CA",earthquake,0.36,0.96,0.202,9,reviewed,nc,nc
2020-11-06T17:17:39.530Z,19.2374992370605,-155.42317199707,32.4599990844727,2.25,md,43,116,,0.119999997,hv,hv72220182,2020-11-06T17:21:02.850Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.64,0.879999995,1.04999995,27,automatic,hv,hv
2020-11-06T17:16:54.031Z,40.9118,143.3526,16.83,5.2,mww,,60,1.112,0.96,us,us7000cbfp,2020-11-06T17:56:01.040Z,"163 km ENE of Hachinohe, Japan",earthquake,5.5,3.1,0.098,10,reviewed,us,us
2020-11-06T17:14:35.990Z,38.1725,-117.8898,5.7,1.6,ml,14,78.88,0.009,0.17,nn,nn00782123,2020-11-06T17:30:08.593Z,"30 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-11-06T17:13:20.860Z,38.8224983,-122.8101654,1.13,0.9,md,20,38,0.0008982,0.03,nc,nc73478741,2020-11-06T17:14:55.992Z,"7km NW of The Geysers, CA",earthquake,0.21,0.36,0.05,4,automatic,nc,nc
2020-11-06T17:03:35.360Z,38.8226662,-122.8099976,1.46,0.76,md,13,68,0.0007302,0.02,nc,nc73478731,2020-11-06T17:35:06.758Z,"7km NW of The Geysers, CA",earthquake,0.34,0.58,0.14,2,automatic,nc,nc
2020-11-06T17:03:18.820Z,38.7874985,-122.7676697,1.27,0.77,md,13,129,0.01682,0.02,nc,nc73478726,2020-11-06T18:23:04.093Z,"2km NW of The Geysers, CA",earthquake,0.31,0.71,0.29,3,automatic,nc,nc
2020-11-06T17:00:29.784Z,61.6899,-150.5389,53.7,1.3,ml,,,,0.35,ak,ak020eam9d5u,2020-11-06T17:03:36.211Z,"16 km N of Susitna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-06T16:59:25.270Z,19.2046,-64.2918,21,3.64,md,9,344,1.885,0.18,pr,pr2020311004,2020-11-06T17:31:14.983Z,"110 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,2.8,16.84,0.07,6,reviewed,pr,pr
2020-11-06T16:53:23.940Z,33.1765,-115.5996667,3.85,1.54,ml,26,61,0.01343,0.19,ci,ci39459207,2020-11-06T21:12:11.099Z,"10km NW of Calipatria, CA",earthquake,0.21,0.23,0.229,27,reviewed,ci,ci
2020-11-06T16:51:36.720Z,33.1811667,-115.6053333,4.82,1.59,ml,14,75,0.009397,0.16,ci,ci39459199,2020-11-06T21:04:34.061Z,"10km SW of Niland, CA",earthquake,0.3,0.39,0.317,8,reviewed,ci,ci
2020-11-06T16:50:53.350Z,-21.1693,-68.0364,181.51,4.7,mb,,65,1.284,0.65,us,us7000cbeh,2020-11-06T17:18:34.040Z,"148 km WSW of Uyuni, Bolivia",earthquake,4.1,12.8,0.246,5,reviewed,us,us
2020-11-06T16:48:29.940Z,44.5991667,-110.6563333,5.24,0.48,md,5,252,0.01124,0.14,uu,uu60417302,2020-11-06T20:36:30.090Z,"36 km ESE of West Yellowstone, Montana",earthquake,1.23,0.7,0.29,3,reviewed,uu,uu
2020-11-06T16:35:14.050Z,31.5066667,-115.7018333,7.82,2.32,ml,7,152,0.1347,0.19,ci,ci39459183,2020-11-07T01:36:16.075Z,"85km ESE of Maneadero, B.C., MX",earthquake,0.61,31.61,0.164,4,reviewed,ci,ci
2020-11-06T16:34:05.350Z,44.4416667,-115.1741667,5.17,3.08,ml,13,81,0.874,0.18,mb,mb80473409,2020-11-07T15:25:22.990Z,"31 km NW of Stanley, Idaho",earthquake,0.67,1.44,0.207,19,reviewed,mb,mb
2020-11-06T16:32:25.450Z,34.2216667,-116.72,2.76,1.61,ml,60,45,0.1543,0.12,ci,ci39459175,2020-11-06T21:27:34.480Z,"12km ESE of Big Bear City, CA",earthquake,0.12,0.43,0.232,25,reviewed,ci,ci
2020-11-06T16:30:11.780Z,38.7946663,-122.7588348,2.3,0.89,md,9,137,0.02071,0.09,nc,nc73478721,2020-11-06T16:47:05.432Z,"2km N of The Geysers, CA",earthquake,0.74,2.2,,1,automatic,nc,nc
2020-11-06T16:29:51.680Z,35.7095,-117.4981667,11.1,0.93,ml,21,68,0.1262,0.14,ci,ci39459167,2020-11-06T21:56:07.618Z,"11km SW of Searles Valley, CA",earthquake,0.28,0.43,0.163,9,reviewed,ci,ci
2020-11-06T16:20:57.180Z,61.3023,-146.6432,19.9,1.8,ml,,,,0.46,ak,ak020eals9zp,2020-11-06T16:25:50.777Z,"24 km NW of Valdez, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-06T16:18:43.220Z,52.0411666666667,-176.066666666667,9.11,-0.04,ml,5,122,,0.17,av,av91011633,2020-11-07T03:57:19.990Z,"43 km ENE of Adak, Alaska",earthquake,0.81,1.17,0.360715699422506,5,reviewed,av,av
2020-11-06T16:14:27.818Z,40.9427,143.3463,43.47,4.6,mb,,133,1.08,1.13,us,us7000cbdp,2020-11-06T17:12:12.040Z,"163 km ENE of Hachinohe, Japan",earthquake,6,7.2,0.114,23,reviewed,us,us
2020-11-06T15:57:36.300Z,38.8209991,-122.8018341,2.65,0.92,md,26,32,0.006867,0.02,nc,nc73478716,2020-11-06T17:07:05.571Z,"6km NW of The Geysers, CA",earthquake,0.21,0.39,0.03,5,automatic,nc,nc
2020-11-06T15:57:03.224Z,61.7431,-146.7003,18.1,2.3,ml,,,,0.89,ak,ak020ealenqf,2020-11-10T00:43:45.532Z,"27 km S of Nelchina, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-06T15:43:06.590Z,35.6253333,-117.425,10.41,1.06,ml,13,154,0.1116,0.18,ci,ci39459127,2020-11-06T16:03:29.744Z,"16km S of Searles Valley, CA",earthquake,0.68,1.28,0.229,12,reviewed,ci,ci
2020-11-06T15:42:34.676Z,61.947,-150.9109,64.5,1.1,ml,,,,0.34,ak,ak020ealbie5,2020-11-06T15:55:16.815Z,"25 km E of Skwentna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-11-06T15:39:52.210Z,39.9098333,-88.2711667,1.55,2.4,md,17,112,0.8708,0.28,nm,nm60116528,2020-11-07T12:29:37.557Z,"0 km SSE of Pesotum, Illinois",earthquake,0.34,1.6,0.064,11,reviewed,nm,nm
2020-11-06T15:36:21.970Z,35.68,-117.5266667,3.16,0.74,ml,22,78,0.1071,0.14,ci,ci39459111,2020-11-06T21:49:29.379Z,"15km SW of Searles Valley, CA",earthquake,0.22,0.71,0.207,7,reviewed,ci,ci
2020-11-06T15:32:39.530Z,36.3605,-97.34416667,6.94,1.52,ml,39,104,0.1331738667,0.21,ok,ok2020vvos,2020-11-09T22:14:16.165Z,"9 km NNW of Perry, Oklahoma",earthquake,,0.6,0.12,4,reviewed,ok,ok
2020-11-06T15:30:59.689Z,36.36333333,-97.34383333,7.88,1.84,ml,88,36,0,0.26,ok,ok2020vvor,2020-11-06T17:31:25.009Z,"9 km NNW of Perry, Oklahoma",earthquake,,0.7,0.24,41,reviewed,ok,ok
2020-11-06T15:27:53.670Z,47.4823333333333,-123.148,44.48,1.86,ml,15,110,0.04606,0.25,uw,uw61689567,2020-11-08T19:38:11.950Z,"8 km N of Hoodsport, Washington",earthquake,0.66,1.35,0.256093066145608,8,reviewed,uw,uw
2020-11-06T15:17:32.540Z,35.8623333,-117.6958333,6.34,1.91,ml,40,35,0.07763,0.13,ci,ci39459095,2020-11-06T21:37:39.490Z,"21km ESE of Little Lake, CA",earthquake,0.11,0.31,0.161,21,reviewed,ci,ci
2020-11-06T15:14:41.780Z,35.3051667,-118.5501667,4.38,1.26,ml,38,81,0.1354,0.16,ci,ci39459087,2020-11-06T21:09:50.085Z,"21km NNW of Tehachapi, CA",earthquake,0.16,0.69,0.138,16,reviewed,ci,ci
2020-11-06T15:04:17.840Z,38.1383,-117.9257,7.5,1.8,ml,19,98.07,0.034,0.13,nn,nn00782116,2020-11-06T15:18:30.838Z,"32 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-06T14:49:08.340Z,35.306,-118.548,3.61,1.38,ml,38,79,0.1373,0.16,ci,ci39459055,2020-11-06T20:26:46.385Z,"21km NNW of Tehachapi, CA",earthquake,0.16,0.86,0.196,17,reviewed,ci,ci
2020-11-06T14:47:31.130Z,38.8356667,-122.8118362,1.76,0.74,md,13,80,0.01233,0.01,nc,nc73478701,2020-11-06T16:01:06.169Z,"8km W of Cobb, CA",earthquake,0.3,0.79,,1,automatic,nc,nc
2020-11-06T14:43:40.590Z,33.4761667,-116.8075,3.2,1.65,ml,93,16,0.0366,0.22,ci,ci39459039,2020-11-06T20:14:29.710Z,"6km NE of Aguanga, CA",earthquake,0.12,0.36,0.148,26,reviewed,ci,ci
2020-11-06T14:30:51.090Z,33.83,-117.5866667,5.54,0.82,ml,20,133,0.03931,0.27,ci,ci39459031,2020-11-06T19:49:51.975Z,"5km SSW of Corona, CA",earthquake,0.34,0.89,0.158,8,reviewed,ci,ci
2020-11-06T14:26:43.310Z,33.3418333,-116.2463333,10.56,1.08,ml,40,87,0.05678,0.23,ci,ci39459015,2020-11-06T15:05:52.677Z,"15km NE of Borrego Springs, CA",earthquake,0.3,0.63,0.194,27,reviewed,ci,ci
2020-11-06T14:21:27.690Z,33.237,-116.0058333,4.08,1.04,ml,53,87,0.04613,0.19,ci,ci39459007,2020-11-06T19:29:38.170Z,"8km SW of Salton City, CA",earthquake,0.17,0.51,0.143,27,reviewed,ci,ci
2020-11-06T14:19:30.737Z,38.1663,-117.895,8.8,2.6,ml,24,56.3,0.019,0.1088,nn,nn00782112,2020-11-07T07:54:14.040Z,"31 km SE of Mina, Nevada",earthquake,,0.6,0.35,12,reviewed,nn,nn
2020-11-06T14:13:33.121Z,38.1673,-117.7983,9.1,2.1,ml,22,65.63,0.058,0.1306,nn,nn00782109,2020-11-06T22:20:26.634Z,"36 km SE of Mina, Nevada",earthquake,,0.9,0.28,10,reviewed,nn,nn
2020-11-06T14:02:43.830Z,47.6001667,-114.293,2.31,-0.43,ml,5,119,0.147,0.12,mb,mb80473534,2020-11-06T23:57:13.370Z,"11 km SW of Kerr, Montana",earthquake,0.82,1.36,,0,reviewed,mb,mb
2020-11-06T14:02:27.878Z,60.0838,-153.0836,136.3,2.8,ml,,,,0.37,ak,ak020eakhhn1,2020-11-07T03:00:52.120Z,"66 km ENE of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-06T13:59:33.450Z,38.8246651,-122.7616653,1.93,0.87,md,20,187,0.008667,0.03,nc,nc73478681,2020-11-06T14:45:08.688Z,"3km W of Cobb, CA",earthquake,0.32,0.36,0.18,4,automatic,nc,nc
2020-11-06T13:58:52.630Z,35.734,-117.7286667,8.35,0.73,ml,19,78,0.0452,0.13,ci,ci39458991,2020-11-06T19:32:35.221Z,"12km NE of Inyokern, CA",earthquake,0.24,0.45,0.199,9,reviewed,ci,ci
2020-11-06T13:26:46.520Z,52.0441666666667,-176.0655,9.58,0.54,ml,5,118,,0.17,av,av91011628,2020-11-07T03:46:48.010Z,"43 km ENE of Adak, Alaska",earthquake,0.83,1.16,0.157736564648308,5,reviewed,av,av
2020-11-06T13:15:13.316Z,64.2289,-148.4246,5.4,1.4,ml,,,,0.55,ak,ak020eajyt6r,2020-11-06T13:20:00.384Z,"37 km E of Clear, Alaska, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-06T13:11:36.002Z,63.0973,-150.4537,29.6,1.6,ml,,,,1.11,ak,ak020eajy03r,2020-11-06T13:20:00.246Z,"68 km NNE of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-06T13:09:16.550Z,38.7906685,-122.8071671,2.93,1.33,md,31,82,0.003965,0.04,nc,nc73478671,2020-11-06T14:20:04.531Z,"5km WNW of The Geysers, CA",earthquake,0.23,0.39,0.1,7,automatic,nc,nc
2020-11-06T13:05:03.690Z,36.12883333,-97.59266667,5.37,1.19,ml,74,40,0.082783755,0.24,ok,ok2020vvjw,2020-11-06T13:25:21.041Z,"4 km SE of Marshall, Oklahoma",earthquake,,0.5,0.23,30,reviewed,ok,ok
2020-11-06T13:04:19.130Z,36.7276649,-121.421669,6.96,1.89,md,18,125,0.0417,0.2,nc,nc73478666,2020-11-06T13:55:06.407Z,"11km SSW of Ridgemark, CA",earthquake,0.58,1.2,0.2,16,automatic,nc,nc
2020-11-06T13:02:04.610Z,36.52783333,-98.98633333,7.87,0.78,ml,21,138,0.04949028832,0.07,ok,ok2020vvjt,2020-11-10T17:53:56.206Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.19,5,reviewed,ok,ok
2020-11-06T13:00:58.410Z,36.5351667,-89.5926667,7.69,2.13,md,40,38,0.03925,0.07,nm,nm60313962,2020-11-06T15:50:17.310Z,"2 km NE of Marston, Missouri",earthquake,0.12,0.3,0.137,32,reviewed,nm,nm
2020-11-06T12:58:19.520Z,32.7935,-116.8276667,17.18,0.75,ml,13,74,0.09823,0.16,ci,ci39458959,2020-11-06T14:12:05.476Z,"7km SW of Alpine, CA",earthquake,0.43,0.8,0.287,8,reviewed,ci,ci
2020-11-06T12:56:54.990Z,34.74266667,-97.57366667,7,1.53,ml,34,97,0.1736659208,0.22,ok,ok2020vvjp,2020-11-09T22:44:51.068Z,"8 km SSE of Erin Springs, Oklahoma",earthquake,,0.7,0.21,8,reviewed,ok,ok
2020-11-06T12:55:04.450Z,33.0101667,-116.281,6.51,0.68,ml,39,62,0.05852,0.16,ci,ci39458951,2020-11-06T22:08:54.450Z,"20km SW of Ocotillo Wells, CA",earthquake,0.2,0.49,0.1,15,reviewed,ci,ci
2020-11-06T12:53:48.280Z,38.1753,-117.9035,11.1,1.1,ml,15,108.17,0.024,0.11,nn,nn00782106,2020-11-06T14:14:27.855Z,"29 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
